JOBID PARTITION NAME USER STATE TIME TIME_LIMIT NODES NODELIST(REASON) PRIORITY
6633347 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633346 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633345 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633344 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633343 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA3.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633342 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633341 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633340 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633339 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633338 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA2-DeepMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633337 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q4JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633336 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q3JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633335 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q4JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633334 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q3JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633333 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q4JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633331 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q3JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633330 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q4JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633329 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q3JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633328 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q4JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633327 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-q3JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633326 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepJGI5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633325 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepJGI4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633324 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepJGI3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633323 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepJGI2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633322 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepJGI.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633321 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA5.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633320 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633319 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA5.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633318 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633317 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA4.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633316 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633315 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633314 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA2.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633313 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633312 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA2.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633311 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633279 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633278 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633276 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-AlphaFold2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633275 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633274 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633272 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633271 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633270 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-qMSA_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633269 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA15.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633268 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA14.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633267 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA13.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633266 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA13.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633265 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA11.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633264 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA11.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633263 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA10.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633262 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA9.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633261 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA8.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633260 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA7.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633259 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA6.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633258 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA6.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633257 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633256 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633255 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633253 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633252 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633251 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA3.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633250 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633249 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633248 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633247 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633246 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-qMSA-DeepMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633245 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q4JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633244 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q3JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633243 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q4JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633242 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q3JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633241 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q4JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633240 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q3JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633239 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q4JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633238 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q3JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633237 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q4JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633236 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-q3JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633235 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepJGI5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633234 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepJGI4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633233 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepJGI3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633231 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepJGI2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633230 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepJGI.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633229 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA5.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633228 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633227 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA5.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633226 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633225 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA4.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633224 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633223 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633222 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA2.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633221 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633220 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA2.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633219 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633218 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633217 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633216 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-AlphaFold2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633215 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633214 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633213 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633212 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633211 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-qMSA_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633210 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA15.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633209 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA14.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633208 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA13.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633207 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA13.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633206 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA11.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633205 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA11.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633204 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA10.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633203 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA9.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633202 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA8.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633201 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA7.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633200 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA6.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633199 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA6.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633198 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633197 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633196 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633195 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633194 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633193 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA3.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633192 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633191 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633190 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633189 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633188 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA3.hhb-DeepMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633187 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q4JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633186 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q3JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633185 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q4JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633184 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q3JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633183 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q4JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633182 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q3JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633181 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q4JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633180 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q3JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633179 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q4JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633178 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-q3JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633177 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepJGI5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633176 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepJGI4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633175 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepJGI3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633174 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepJGI2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633173 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepJGI.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633172 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA5.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633170 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633169 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA5.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633168 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633167 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA4.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633166 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633165 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633164 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA2.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633163 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633162 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA2.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633161 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633160 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633159 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633158 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-AlphaFold2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633157 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633156 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633155 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633154 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633153 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-qMSA_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633152 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepMSA15.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633151 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepMSA14.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633150 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepMSA13.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633149 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepMSA13.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6633148 gpu_mig40,gpu,spgpu AF2COMP-multi-v2-DeepMSA2.hhb-DeepMSA11.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
