JOBID PARTITION NAME USER STATE TIME TIME_LIMIT NODES NODELIST(REASON) PRIORITY
6632842 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q4JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632840 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q3JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632839 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q4JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632838 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q3JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632837 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q4JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632836 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q3JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632835 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q4JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632834 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q3JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632833 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q4JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632832 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-q3JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632831 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepJGI5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632830 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepJGI4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632829 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepJGI3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632828 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepJGI2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632827 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepJGI.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632826 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA5.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632825 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632824 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA5.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632823 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632822 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA4.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632821 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632820 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632819 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA2.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632818 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632817 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA2.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632816 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632815 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632814 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632813 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-AlphaFold2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632812 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632811 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632810 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632809 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632808 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-qMSA_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632807 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA15.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632806 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA14.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632805 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA13.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632804 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA13.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632803 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA11.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632802 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA11.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632801 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA10.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632800 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA9.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632799 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA8.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632798 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA7.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632797 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA6.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632796 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA6.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632795 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632794 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632793 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632792 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632791 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632790 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA3.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632789 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632788 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632787 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632786 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632785 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-AlphaFold2-DeepMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632784 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q4JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632783 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q3JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632782 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q4JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632781 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q3JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632780 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q4JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632779 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q3JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632777 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q4JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632776 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q3JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632775 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q4JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632774 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-q3JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632773 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepJGI5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632772 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepJGI4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632771 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepJGI3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632770 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepJGI2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632769 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepJGI.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632768 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA5.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632767 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632766 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA5.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632765 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632764 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA4.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632763 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632762 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632761 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA2.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632760 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632759 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA2.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632758 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632757 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632756 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632755 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-AlphaFold2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632754 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632753 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632752 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632751 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632750 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-qMSA_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632749 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA15.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632748 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA14.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632747 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA13.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632746 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA13.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632745 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA11.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632744 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA11.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632743 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA10.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632742 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA9.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632741 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA8.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632740 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA7.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632739 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA6.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632738 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA6.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632737 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632736 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632735 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632734 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632733 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632732 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA3.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632731 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632730 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632729 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632728 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632727 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA5-DeepMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632726 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q4JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632725 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q3JGI5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632724 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q4JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632723 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q3JGI4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632722 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q4JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632721 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q3JGI3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632720 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q4JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632719 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q3JGI2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632718 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q4JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632717 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-q3JGI_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632716 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepJGI5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632715 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepJGI4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632714 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepJGI3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632713 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepJGI2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632712 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepJGI.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632711 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA5.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632710 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632709 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA5.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632708 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632707 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA4.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632706 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632705 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632704 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA2.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632703 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632702 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA2.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632701 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA.hh3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632700 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632699 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632698 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-AlphaFold2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632697 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA5_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632696 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA4_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632695 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA3_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632694 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA2_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632693 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-qMSA_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632692 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA15.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632691 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA14.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632690 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA13.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632689 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA13.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632688 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA11.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632687 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA11.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632686 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA10.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632685 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA9.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632684 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA8.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632683 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA7.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632682 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA6.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632681 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA6.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632680 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA5.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632679 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA5.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632678 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA4.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632677 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA3.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632676 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA3.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632675 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA3.hhb_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632674 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA2.hms_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
6632673 gpu_mig40,gpu,spgpu AF2COMP-multi-v3-qMSA4-DeepMSA2.jac_7nki zhengwei PENDING 0:00 1-00:00:00 1 (None) 1260
